,Total Views,Away Team,Home Team,Date,Month,All Star,Wins,Win Difference,Guess,MAPE
21601095,6276,NOP,DEN,3/26/2017,3,2,65,5,9503.095889289692,0.5141962857376821
21601091,28523,OKC,HOU,3/26/2017,3,2,91,9,25444.98426566712,0.10791346402317005
21601092,5775,PHI,IND,3/26/2017,3,1,63,9,13124.203235845092,1.272589304908241
21601096,8899,POR,LAL,3/26/2017,3,0,55,13,16305.094998204344,0.8322390154179508
21601089,14415,SAC,LAC,3/26/2017,3,1,71,17,6682.773997088788,0.5364013876455922
21601099,33443,CLE,SAS,3/27/2017,3,4,103,9,33928.56273356049,0.014519114121355372
21601098,7226,DET,NYK,3/27/2017,3,1,61,7,11708.202568851868,0.6202882049338317
21601101,7393,MEM,SAC,3/27/2017,3,1,68,12,6802.661449923878,0.07985101448344682
21601102,8265,NOP,UTA,3/27/2017,3,3,75,13,9820.260830872281,0.18817432920414773
21601097,7078,ORL,TOR,3/27/2017,3,2,71,17,7132.341947567336,0.007677585132429545
21601109,12940,DEN,POR,3/28/2017,3,0,70,0,9527.538252386814,0.26371419997010714
21601108,35802,GSW,HOU,3/28/2017,3,5,110,8,34091.22416691809,0.0477843649260352
21601107,12359,MIA,DET,3/28/2017,3,0,69,1,9423.771282142376,0.2374972665958107
21601104,11865,MIN,IND,3/28/2017,3,1,65,9,11262.712015239507,0.0507617349144958
21601105,7136,PHI,BKN,3/28/2017,3,0,43,11,12484.19510997273,0.7494668035275687
21601106,4099,PHX,ATL,3/28/2017,3,1,59,15,7751.633445142138,0.8911035484611217
21601110,11295,WAS,LAL,3/28/2017,3,1,66,24,11461.889100988403,0.014775484815263638
21601111,5626,ATL,PHI,3/29/2017,3,1,66,10,12478.625537859934,1.2180280017525658
21601117,7633,DAL,NOP,3/29/2017,3,2,62,0,9437.48280753241,0.23640545100647314
21601118,44200,GSW,SAS,3/29/2017,3,5,117,3,33761.15792213058,0.2361728976893534
21601115,7074,MIA,NYK,3/29/2017,3,1,64,8,12900.823228700281,0.8236956783574048
21601113,19070,MIL,BOS,3/29/2017,3,2,86,10,17908.38736491356,0.06091309046074671
21601112,23770,OKC,ORL,3/29/2017,3,1,69,15,15732.810818794054,0.3381232301727365
21601120,4512,UTA,SAC,3/29/2017,3,1,74,16,5521.978296582014,0.223842707575801
21601121,10880,BKN,DET,3/30/2017,3,0,50,18,5853.742441143514,0.46197220210077994
21601122,28741,CLE,CHI,3/30/2017,3,4,82,12,27903.692555736936,0.029132857042659062
21601125,16127,HOU,POR,3/30/2017,3,1,87,15,15059.418124605252,0.06619841727505102
21601124,10009,LAC,PHX,3/30/2017,3,1,67,23,6648.215808051986,0.3357762205962648
21601131,3138,DAL,MEM,3/31/2017,3,1,72,10,6939.127809382242,1.2113218003130153
21601127,7254,DEN,CHA,3/31/2017,3,1,69,1,8206.036130450348,0.13124291845193653
21601130,10946,DET,MIL,3/31/2017,3,1,74,4,10254.71341122917,0.06315426537281475
21601126,10970,IND,TOR,3/31/2017,3,3,82,8,11192.183866984182,0.02025377091925085
21601133,10333,NYK,MIA,3/31/2017,3,1,65,9,12900.823228700281,0.24850703848836553
21601129,15181,ORL,BOS,3/31/2017,3,1,75,21,9783.589944611456,0.3555371882872369
21601128,17345,PHI,CLE,3/31/2017,3,3,75,19,23656.373447178183,0.3638727845014807
21601132,4878,SAC,NOP,3/31/2017,3,2,61,3,9251.883268718106,0.8966550366375781
21601135,29918,SAS,OKC,3/31/2017,3,2,100,14,25198.629650645813,0.15774351057404196
21601134,9925,WAS,UTA,3/31/2017,3,2,92,0,9887.202779498475,0.00380828418151384
21601138,16209,ATL,CHI,4/1/2017,4,2,75,3,9872.173557206559,0.39094493446810047
21601137,13781,LAL,LAC,4/1/2017,4,1,67,25,11255.605212391996,0.18325192566635248
21601139,7717,ORL,BKN,4/1/2017,4,0,43,11,7497.901970736517,0.02839160674659623
21601141,8759,PHX,POR,4/1/2017,4,0,59,15,8841.55285493789,0.00942491779174455
21601140,9760,SAC,MIN,4/1/2017,4,0,59,1,9786.561896199706,0.0027215057581666084
21601145,17959,BOS,NYK,4/2/2017,4,2,78,20,13713.73327881321,0.23638658729254358
21601142,18937,CHA,OKC,4/2/2017,4,2,78,8,16142.429149498188,0.1475719940065381
21601146,9681,CHI,NOP,4/2/2017,4,3,70,4,11721.900569851228,0.21081505731342096
21601149,9861,DEN,MIA,4/2/2017,4,0,72,2,8645.643047279262,0.12324885434750413
21601153,9775,HOU,PHX,4/2/2017,4,1,73,29,8050.9492227462815,0.17637348104897377
21601147,4922,PHI,TOR,4/2/2017,4,2,74,18,10902.394759879717,1.2150334741730429
21601151,17454,UTA,SAS,4/2/2017,4,2,105,11,12152.575513433523,0.3037369363221311
21601152,25415,WAS,GSW,4/2/2017,4,5,108,16,17651.818108611224,0.3054566945264126
21600940,16527,POR,MIN,4/3/2017,4,0,68,8,12214.399050235003,0.2609427572920069
21601154,6193,BKN,PHI,4/4/2017,4,0,46,10,11961.758390822784,0.9314965914456297
21601155,6874,CHA,WAS,4/4/2017,4,2,82,10,9594.221098964334,0.3957260836433421
21601160,8756,CHI,NYK,4/4/2017,4,2,67,9,13828.059341031192,0.5792667132287793
21601163,3964,DAL,SAC,4/4/2017,4,0,62,2,7263.806799846607,0.8324436932004557
21601161,16097,MEM,SAS,4/4/2017,4,2,101,17,7335.8183853620085,0.5442741886462068
21601159,15652,MIL,OKC,4/4/2017,4,2,83,3,38630.21030989802,1.468068637228343
21601162,23792,MIN,GSW,4/4/2017,4,4,94,32,19355.506889325283,0.1864699525334027
21601156,18511,ORL,CLE,4/4/2017,4,3,76,22,14207.81776699289,0.23246622186846252
21601164,5521,POR,UTA,4/4/2017,4,1,85,9,18867.010318455243,2.417317572623663
21601169,32003,CLE,BOS,4/5/2017,4,4,100,0,75756.96655908723,1.3671832815388318
21601172,7353,DAL,LAC,4/5/2017,4,1,79,15,9330.807753209205,0.268979702598831
21601168,9611,DEN,HOU,4/5/2017,4,1,89,15,11875.056368304979,0.23556928189626247
21601171,24861,GSW,PHX,4/5/2017,4,4,86,42,14010.737367614609,0.43643709554665505
21601170,14455,LAL,SAS,4/5/2017,4,1,82,38,14088.05664582797,0.02538521993580284
21601165,9183,MIA,CHA,4/5/2017,4,1,73,1,9048.092150308365,0.014691043198479302
21601167,18141,OKC,MEM,4/5/2017,4,2,86,2,27490.287667030683,0.5153678224480835
21601166,10095,TOR,DET,4/5/2017,4,2,82,12,10432.752045780177,0.03345735966123591
21601177,15080,BOS,ATL,4/6/2017,4,2,89,11,13986.505027495106,0.07251292921119984
21601173,8207,CHI,PHI,4/6/2017,4,1,66,10,15079.728579652194,0.8374227585783104
21601175,9587,MIL,IND,4/6/2017,4,2,78,2,10099.699109060666,0.053478576098953394
21601178,11324,MIN,POR,4/6/2017,4,0,69,7,12214.399050235003,0.07862937568306275
21601176,10660,WAS,NYK,4/6/2017,4,2,77,17,9174.927700310296,0.13931259846995345
21601179,24752,ATL,CLE,4/7/2017,4,4,91,11,21198.438096067563,0.14356665739869254
21601182,10359,DET,HOU,4/7/2017,4,1,88,18,8681.517293962095,0.1619348108927411
21601180,15349,MIA,TOR,4/7/2017,4,2,86,10,11495.452793884275,0.25106177640991106
21601185,8651,MIN,UTA,4/7/2017,4,1,79,17,7271.450727029245,0.15946702958857414
21601184,4993,NOP,DEN,4/7/2017,4,2,70,4,9105.411761924375,0.8236354420036802
21601181,4844,NYK,MEM,4/7/2017,4,2,72,12,9572.004751535163,0.9760538297966894
21601186,18190,OKC,PHX,4/7/2017,4,1,67,23,10457.32444584071,0.42510585784273175
21601187,10152,SAC,LAL,4/7/2017,4,0,54,8,12517.449696990847,0.23300331924653733
21601183,9287,SAS,DAL,4/7/2017,4,1,92,28,8175.221322054912,0.11971343576451901
21601188,17173,CHI,BKN,4/8/2017,4,1,58,20,6913.605855999724,0.5974142050894006
21601190,6374,IND,ORL,4/8/2017,4,1,67,11,7882.285436870622,0.23663091259344557
21601193,18142,LAC,SAS,4/8/2017,4,2,109,13,14707.21384202117,0.18932786671694574
21601191,7023,MIL,PHI,4/8/2017,4,1,68,12,14668.408082164251,1.0886242463568634
21601195,26725,NOP,GSW,4/8/2017,4,6,98,32,17532.30532756098,0.3439736079490747
21601194,11391,UTA,POR,4/8/2017,4,1,88,10,9433.505159227621,0.1718457414425756
21601197,39763,CLE,ATL,4/9/2017,4,4,92,10,21198.438096067563,0.466880313455535
21601199,4850,DAL,PHX,4/9/2017,4,0,55,9,7226.243954144317,0.48994720704006545
21601201,3640,DET,MEM,4/9/2017,4,1,79,7,6992.141655686826,0.9209180372766006
21601200,7823,HOU,SAC,4/9/2017,4,1,84,22,8092.798981117303,0.034487917821462724
21601202,13714,MIN,LAL,4/9/2017,4,0,55,7,17203.14090009177,0.2544218244197003
21601198,38604,OKC,DEN,4/9/2017,4,1,83,7,30848.86361105435,0.2008894515839201
21601196,13009,TOR,NYK,4/9/2017,4,3,79,19,9997.458568477858,0.23149676620202495
21601204,9874,BKN,BOS,4/10/2017,4,1,71,31,9794.92332693767,0.008008575355715098
21601205,34893,CLE,MIA,4/10/2017,4,3,90,12,23899.39049643857,0.31506633145792656
21601210,11731,HOU,LAC,4/10/2017,4,2,103,5,29701.99808404576,1.5319237988275305
21601203,8401,IND,PHI,4/10/2017,4,1,68,12,12574.983552910562,0.4968436558636546
21601206,6537,ORL,CHI,4/10/2017,4,1,67,11,9452.316535860808,0.4459716285545063
21601209,17429,SAS,POR,4/10/2017,4,1,101,21,10002.658625759444,0.4260910766102792
21601211,25411,UTA,GSW,4/10/2017,4,5,115,17,14948.772620655684,0.41172041160695433
21601208,5372,WAS,DET,4/10/2017,4,1,85,11,9574.407843719731,0.7822799411242984
21601212,6315,CHA,ATL,4/11/2017,4,2,78,6,8025.536105801908,0.27086874201138683
21601214,6239,DEN,DAL,4/11/2017,4,0,70,6,7461.037989272109,0.1958708109107404
21601213,16590,OKC,MIN,4/11/2017,4,1,77,15,20637.928310125586,0.24399808982071042
21601216,3827,PHX,SAC,4/11/2017,4,0,55,7,7084.131107678692,0.8510925287898334
21601226,8926,ATL,IND,4/12/2017,4,2,84,2,16464.808296465286,0.8445897710581768
21601222,9886,BKN,CHI,4/12/2017,4,1,60,20,6913.605855999724,0.3006670184099005
21601223,2955,DAL,MEM,4/12/2017,4,1,75,11,6648.7402325652265,1.2499966946075216
21601217,3723,DET,ORL,4/12/2017,4,0,65,9,7668.346498914524,1.0597224009977233
21601229,20049,LAL,GSW,4/12/2017,4,4,92,40,24756.557656981793,0.23480261643881456
21601219,13090,MIL,BOS,4/12/2017,4,2,94,10,17158.95986415959,0.3108449094086777
21601224,6123,MIN,HOU,4/12/2017,4,1,85,23,11122.19857226576,0.8164622851977396
21601230,5069,NOP,POR,4/12/2017,4,2,74,8,11063.85767967123,1.1826509527858018
21601220,8064,PHI,NYK,4/12/2017,4,1,58,2,16747.488330634635,1.0768214695727474
21601228,5764,SAC,LAC,4/12/2017,4,1,82,18,6403.11427604913,0.11088033935619886
21601218,16987,TOR,CLE,4/12/2017,4,5,101,1,55227.64071969619,2.2511709377580615
21601221,9356,WAS,MIA,4/12/2017,4,1,89,9,21099.351909047484,1.255168010800287
21700001,87412,BOS,CLE,10/17/2017,10,4,0,0,74372.19141988829,0.14917641262197082
21700009,15582,ATL,DAL,10/18/2017,10,0,0,0,14952.830089664161,0.040377994502364185
21700004,15894,BKN,IND,10/18/2017,10,1,0,0,16171.05951362814,0.01743170464503214
21700003,13344,CHA,DET,10/18/2017,10,2,0,0,16123.072838336217,0.2082638517937812
21700010,14353,DEN,UTA,10/18/2017,10,0,0,0,15243.479058597875,0.06204131948706719
21700013,26984,HOU,SAC,10/18/2017,10,1,1,1,22699.626460921583,0.15877459009333
21700005,16481,MIA,ORL,10/18/2017,10,1,0,0,16590.02050605868,0.00661492057876836
21700008,14389,NOP,MEM,10/18/2017,10,2,0,0,15931.537926548062,0.10720258020349312
21700006,37819,PHI,WAS,10/18/2017,10,3,0,0,28064.344213813285,0.257930029513914
21700012,13509,POR,PHX,10/18/2017,10,1,0,0,17359.87305837086,0.28505981629808724
21700014,36315,CHI,TOR,10/19/2017,10,2,0,0,25249.536571219032,0.30470779096188816
21700016,59644,LAC,LAL,10/19/2017,10,0,0,0,31571.034262564357,0.4706754365474422
21700015,69428,NYK,OKC,10/19/2017,10,3,0,0,43299.389656205865,0.3763411065246606
21700019,44501,BOS,PHI,10/20/2017,10,3,0,0,41947.67999970442,0.05737668817095297
21700021,44508,CLE,MIL,10/20/2017,10,3,2,0,51062.681021872406,0.1472697272821157
21700020,21300,DET,WAS,10/20/2017,10,3,2,0,18798.7910611447,0.11742764971151641
21700025,49468,GSW,NOP,10/20/2017,10,6,0,0,49176.654809176354,0.005889568828811468
21700026,44171,LAL,PHX,10/20/2017,10,0,0,0,24450.187111343403,0.44646516693433697
21700022,15211,ORL,BKN,10/20/2017,10,0,1,1,14721.6929595575,0.03216797320639667
21700018,10858,POR,IND,10/20/2017,10,2,2,0,19241.792255347267,0.7721304342740162
21700023,25978,UTA,MIN,10/20/2017,10,2,1,1,20395.813082431494,0.21488131948450634
21700032,14285,DAL,HOU,10/21/2017,10,1,2,2,23154.9975545722,0.6209308753638223
21700030,13612,DET,NYK,10/21/2017,10,2,1,1,22026.358526911263,0.6181573998612447
21700033,45104,GSW,MEM,10/21/2017,10,4,2,0,36158.27439562462,0.1983355268795535
21700029,10725,IND,MIA,10/21/2017,10,2,1,1,18223.325922689943,0.6991446081762185
21700036,31888,OKC,UTA,10/21/2017,10,2,2,0,31295.729831211247,0.01857344984912045
21700028,39410,ORL,CLE,10/21/2017,10,2,3,1,39851.74435792759,0.01120894082536395
21700027,34471,PHI,TOR,10/21/2017,10,3,1,1,30580.30838974466,0.11286854487120596
21700037,15511,PHX,LAC,10/21/2017,10,0,1,1,17867.325320651176,0.15191317907621535
21700034,22262,POR,MIL,10/21/2017,10,2,3,1,22445.075959430065,0.008223697755370823
21700035,7125,SAC,DEN,10/21/2017,10,0,1,1,14361.21619254073,1.0156092901811553
21700031,18261,SAS,CHI,10/21/2017,10,1,1,1,29725.34183071248,0.6278047111720323
21700039,66775,MIN,OKC,10/22/2017,10,4,2,0,40521.367855811484,0.39316558808219415
21700042,15668,ATL,MIA,10/23/2017,10,1,2,0,17326.923102085046,0.10587969760563222
21700044,20379,CHA,MIL,10/23/2017,10,2,3,1,19331.867203749513,0.05138293322785649
21700045,37471,GSW,DAL,10/23/2017,10,4,1,1,40295.69439691563,0.07538348047598482
21700043,32916,MEM,HOU,10/23/2017,10,1,5,1,20777.523944898792,0.36877129830785055
21700041,34687,PHI,DET,10/23/2017,10,2,2,2,24020.11012480658,0.3075183750452164
21700048,16574,SAC,PHX,10/23/2017,10,0,1,1,13909.278016641136,0.16077724045848102
21700046,26687,TOR,SAS,10/23/2017,10,3,4,0,30701.330436419365,0.15042269406150427
21700047,16257,WAS,DEN,10/23/2017,10,2,3,1,17999.81353071057,0.1072038832940007
21700050,18089,BKN,ORL,10/24/2017,10,0,4,0,14721.6929595575,0.18615219417560394
21700049,39489,CHI,CLE,10/24/2017,10,2,2,2,52494.54242382801,0.3293459551730358
21700052,19241,IND,MIN,10/24/2017,10,3,3,1,21188.26791509327,0.1012040910084336
21700053,20122,NOP,POR,10/24/2017,10,3,3,1,21723.238893234367,0.07957652784188289
21700051,26053,NYK,BOS,10/24/2017,10,3,1,1,38465.8785594587,0.47644718686748944
21700054,18941,UTA,LAC,10/24/2017,10,0,4,0,19063.56364762638,0.006470811869826247
21700055,8911,DEN,CHA,10/25/2017,10,1,2,0,15437.8174473122,0.7324450058705195
21700057,34057,HOU,PHI,10/25/2017,10,2,4,2,36353.02623004511,0.06741716035015141
21700060,23761,IND,OKC,10/25/2017,10,3,3,1,32511.687844073364,0.36827944295582526
21700061,9456,MEM,DAL,10/25/2017,10,0,3,3,13054.413441746745,0.3805428766652649
21700059,14171,SAS,MIA,10/25/2017,10,2,5,1,26571.588983286096,0.8750680250713496
21700063,34647,TOR,GSW,10/25/2017,10,6,4,0,53950.61052088753,0.557150994916949
21700062,9024,UTA,PHX,10/25/2017,10,0,3,1,14763.776641494465,0.6360568086762484
21700064,39914,WAS,LAL,10/25/2017,10,2,4,2,30804.24993252332,0.2282344557668157
21700065,16808,ATL,CHI,10/26/2017,10,0,1,1,19383.436662667027,0.15322683618913774
21700068,28464,LAC,POR,10/26/2017,10,1,6,0,22415.744494050254,0.2124878972017196
21700069,16022,NOP,SAC,10/26/2017,10,2,2,0,17405.34439232036,0.0863403065984496
21700073,13735,BKN,NYK,10/27/2017,10,1,3,3,21536.77810861242,0.5680217043037801
21700072,10507,DEN,ATL,10/27/2017,10,0,2,0,15056.788028786745,0.4330244626236551
21700070,23936,HOU,CHA,10/27/2017,10,2,6,2,24401.324005407074,0.019440341134988045
21700074,43436,OKC,MIN,10/27/2017,10,4,4,0,40521.367855811484,0.06710176222922266
21700071,20302,SAS,ORL,10/27/2017,10,1,7,1,22566.28344381673,0.1115300681615964
21700076,25157,TOR,LAL,10/27/2017,10,2,4,0,33565.84623800615,0.3342547298169951
21700075,49605,WAS,GSW,10/27/2017,10,6,6,0,49511.8781964712,0.0018772664757342322
21700078,25019,BOS,MIA,10/28/2017,10,3,5,1,30960.6568198068,0.23748578359673855
21700077,44665,CLE,NOP,10/28/2017,10,4,5,1,49420.4974120892,0.1064703327457562
21700084,16469,DET,LAC,10/28/2017,10,1,7,1,19266.733583393303,0.1698787773024047
21700080,16976,HOU,MEM,10/28/2017,10,1,9,1,20777.523944898792,0.22393519939318993
21700082,25707,LAL,UTA,10/28/2017,10,0,4,0,26087.155734201508,0.014788024047983335
21700079,19645,OKC,CHI,10/28/2017,10,2,3,1,38987.52044423376,0.9846027205005734
21700081,24630,PHI,DAL,10/28/2017,10,1,2,0,22840.42292643762,0.07265842767204145
21700087,10662,DEN,BKN,10/29/2017,10,0,5,1,15063.508309514697,0.4128220136479738
21700091,36033,DET,GSW,10/29/2017,10,5,8,0,42376.930588667856,0.17605890679843075
21700085,23040,MIL,ATL,10/29/2017,10,1,4,2,18854.726562282834,0.1816524929564742
21700088,11729,ORL,CHA,10/29/2017,10,1,6,2,15087.508418040763,0.2863422643056324
21700096,6064,CHA,MEM,10/30/2017,10,1,8,2,13757.072154374015,1.2686464634521792
21700098,7253,DAL,UTA,10/30/2017,10,0,4,2,15138.23213176591,1.0871683623005528
21700094,14021,DEN,NYK,10/30/2017,10,1,5,1,21090.204415561893,0.5041868922018324
21700100,35991,GSW,LAC,10/30/2017,10,4,8,0,50744.335809791344,0.40991736294605163
21700093,25269,MIN,MIA,10/30/2017,10,3,5,1,22712.88088182956,0.10115632269462352
21700097,9255,ORL,NOP,10/30/2017,10,2,7,1,17472.26516528123,0.8878730594577235
21700095,31460,PHI,HOU,10/30/2017,10,2,7,3,36353.02623004511,0.1555316665621458
21700103,32973,OKC,MIL,10/31/2017,10,3,7,1,37924.08178748087,0.15015563605012802
21700102,17947,PHX,BKN,10/31/2017,10,0,5,1,14589.469455369013,0.18708032231743393
21700101,14291,SAC,IND,10/31/2017,10,1,4,2,15417.131053790901,0.07880001775879233
21700110,6958,CHI,MIA,11/1/2017,11,1,3,1,15961.29779757753,1.2939490942192484
21700111,15558,HOU,NYK,11/1/2017,11,2,8,2,24347.968913493547,0.5649806474799811
21700106,32640,IND,CLE,11/1/2017,11,3,7,1,31972.93570811465,0.020437018746487384
21700105,15226,MIL,CHA,11/1/2017,11,2,8,0,14119.790796306905,0.0726526470309402
21700112,11299,ORL,MEM,11/1/2017,11,0,10,0,9383.230484251439,0.16955212990074886
21700108,9631,PHX,WAS,11/1/2017,11,2,7,1,12733.149340309186,0.3221004402771453
21700115,13414,POR,UTA,11/1/2017,11,1,8,0,13528.372342321616,0.008526341309200543
21700117,63202,GSW,SAS,11/2/2017,11,5,9,1,46389.98890153501,0.2660044159752063
21700118,38906,LAL,POR,11/2/2017,11,1,7,1,22404.24270250976,0.424144278452944
21700130,26075,BKN,LAL,11/3/2017,11,0,6,0,18828.825157873307,0.2778974052589336
21700129,45466,BOS,OKC,11/3/2017,11,4,10,2,40343.771775579065,0.11266063045838505
21700126,11712,CHA,SAS,11/3/2017,11,2,9,1,17649.913753523928,0.5069940021792971
21700123,8961,HOU,ATL,11/3/2017,11,1,7,5,17382.581962622207,0.9398038123671697
21700121,25848,IND,PHI,11/3/2017,11,2,9,1,18033.494107536288,0.30232535950416717
21700127,9744,MIA,DEN,11/3/2017,11,1,7,1,12398.517444810968,0.2724258461423408
21700128,8688,TOR,UTA,11/3/2017,11,2,9,1,14803.599902702896,0.7039134326315487
21700134,14194,DAL,MIN,11/4/2017,11,2,6,4,14316.228865893741,0.008611305191893856
21700135,32494,GSW,DEN,11/4/2017,11,4,11,1,29636.167525857913,0.08794954373552309
21700131,18677,MEM,LAC,11/4/2017,11,0,10,0,12007.172505879023,0.35711449880178703
21700133,22054,NOP,CHI,11/4/2017,11,2,6,2,16810.107461859185,0.23777512188903668
21700132,17377,SAC,DET,11/4/2017,11,1,7,5,10954.879224513405,0.3695759207853252
21700136,45369,ATL,CLE,11/5/2017,11,2,5,3,30400.191529946413,0.32993472349078856
21700138,28552,BOS,ORL,11/5/2017,11,2,13,1,19204.682747066716,0.3273787213832055
21700143,10662,CHA,MIN,11/5/2017,11,3,11,1,15086.805268232678,0.4150070594853384
21700142,13866,IND,NYK,11/5/2017,11,2,9,1,16536.652190254452,0.19260436969958544
21700145,16479,MEM,LAL,11/5/2017,11,0,10,2,16430.977170802453,0.002914183457585245
21700137,26935,MIA,LAC,11/5/2017,11,1,8,2,15505.641824727953,0.4243310998801577
21700144,19018,OKC,POR,11/5/2017,11,3,9,1,26877.48460716172,0.413265569837087
21700141,10640,PHX,SAS,11/5/2017,11,1,9,1,16334.138778208038,0.5351634190045149
21700140,17033,UTA,HOU,11/5/2017,11,1,12,2,17598.110807231955,0.03317740898443931
21700139,15385,WAS,TOR,11/5/2017,11,4,9,1,17480.39517800256,0.13619728163812544
21700147,16223,BKN,PHX,11/6/2017,11,0,7,1,10655.993772756998,0.34315516410300206
21700146,35365,BOS,ATL,11/6/2017,11,2,10,6,20057.724524019784,0.4328368577966977
21700148,31003,MIA,GSW,11/6/2017,11,5,11,3,34104.45805435354,0.10003735297724546
21700155,4703,BKN,DEN,11/7/2017,11,0,9,1,11002.226724768994,1.3394060652283637
21700152,18905,CHA,NYK,11/7/2017,11,2,10,0,16121.110775455194,0.14725676934910373
21700153,8094,CHI,TOR,11/7/2017,11,2,7,3,18441.993746996388,1.2784771123049652
21700151,7900,DAL,WAS,11/7/2017,11,2,6,4,13056.101779560011,0.6526711113367103
21700154,16445,LAC,SAS,11/7/2017,11,1,11,1,21091.276425326014,0.28253429159781174
21700149,48917,MIL,CLE,11/7/2017,11,3,8,0,37295.64071221991,0.2375730173105483
21700150,14153,NOP,IND,11/7/2017,11,3,10,0,14017.946260702121,0.009542410746688233
21700158,19014,OKC,SAC,11/7/2017,11,2,5,3,21535.088680198493,0.13259117914160579
21700156,19726,PHI,UTA,11/7/2017,11,1,10,0,17359.0298420965,0.11999240382761325
21700159,13450,IND,DET,11/8/2017,11,2,12,2,12079.665402019227,0.1018836132327712
21700161,39812,LAL,BOS,11/8/2017,11,2,14,4,33629.32460405512,0.15529677976351058
21700163,36394,MIN,GSW,11/8/2017,11,6,15,1,39653.26622704877,0.0895550427831173
21700160,19863,NYK,ORL,11/8/2017,11,1,12,0,15054.518593463526,0.2420823343168944
21700166,52972,CLE,HOU,11/9/2017,11,3,13,3,47075.79477018224,0.11130795948459107
21700164,30273,LAL,WAS,11/9/2017,11,2,10,0,22499.097479834727,0.25679326529135776
21700165,19583,NOP,TOR,11/9/2017,11,4,12,0,17362.043027038504,0.11341249925759567
21700168,23850,OKC,DEN,11/9/2017,11,2,10,2,22119.82217763525,0.07254414349537731
21700169,20074,ATL,DET,11/10/2017,11,1,10,6,11485.468372109823,0.4278435602216886
21700176,11633,BKN,POR,11/10/2017,11,1,10,2,13368.650844692076,0.14920062277074497
21700170,37337,CHA,BOS,11/10/2017,11,3,15,5,20565.308418919503,0.44919762115543554
21700171,8998,IND,CHI,11/10/2017,11,1,7,3,14889.888066916987,0.6547997407109343
21700172,32795,LAC,OKC,11/10/2017,11,2,9,1,27663.149359573716,0.15648271506102407
21700175,7351,MIA,UTA,11/10/2017,11,1,10,0,12812.31681155482,0.7429352212698708
21700173,24617,MIL,SAS,11/10/2017,11,2,11,3,21118.874796838936,0.14210201093395067
21700177,13924,ATL,WAS,11/11/2017,11,2,8,4,13419.261451214988,0.03624953668378422
21700187,9169,BKN,UTA,11/11/2017,11,0,10,0,11369.425018576863,0.23998527850113024
21700183,7517,CHI,SAS,11/11/2017,11,1,9,5,21711.07444380565,1.8882631959299787
21700181,31022,CLE,DAL,11/11/2017,11,2,7,3,29577.484288240183,0.04656423543807032
21700178,24445,LAC,NOP,11/11/2017,11,2,11,1,16330.220051300255,0.3319607260666699
21700182,25637,LAL,MIL,11/11/2017,11,1,10,0,23089.321995945185,0.09937504404005205
21700180,16051,MEM,HOU,11/11/2017,11,1,16,2,15175.683149236966,0.05453347771248111
21700186,13776,MIN,PHX,11/11/2017,11,2,11,3,13962.106240995725,0.01350945419539234
21700185,5904,ORL,DEN,11/11/2017,11,0,15,1,10529.609618705961,0.7834704638729609
21700184,41061,PHI,GSW,11/11/2017,11,5,15,3,46207.1234907442,0.1253287423770536
21700179,14133,SAC,NYK,11/11/2017,11,1,9,3,14996.858066262375,0.06112347458164405
21700191,23013,DAL,OKC,11/12/2017,11,2,7,3,21967.098295028372,0.04544829900367738
21700190,19643,HOU,IND,11/12/2017,11,2,16,4,18281.864276561446,0.06929367833012036
21700188,41253,TOR,BOS,11/12/2017,11,4,18,4,26127.8873152616,0.36664273349182847
21700195,13281,ATL,NOP,11/13/2017,11,2,9,5,13328.40546993266,0.003569420219310346
21700193,50834,CLE,NYK,11/13/2017,11,3,13,1,42581.87419607752,0.1623347720801526
21700198,8357,DEN,POR,11/13/2017,11,1,14,2,13091.446531739166,0.5665246537919308
21700194,18201,MEM,MIL,11/13/2017,11,1,13,1,12022.88413949258,0.339438264958377
21700192,15234,SAC,WAS,11/13/2017,11,2,10,4,12799.337712444054,0.1598176636179563
21700203,16121,SAS,DAL,11/14/2017,11,1,10,6,16748.42355729127,0.038919642534040656
21700202,24940,TOR,HOU,11/14/2017,11,3,18,4,22643.15387439927,0.09209487271855367
21700212,11621,CHI,OKC,11/15/2017,11,2,8,4,28476.071480180028,1.450397683519493
21700207,29744,CLE,CHA,11/15/2017,11,3,12,2,31169.503502697306,0.047925749821722215
21700213,9719,ORL,POR,11/15/2017,11,1,15,1,12794.380450867033,0.3164297202250265
21700214,39009,PHI,LAL,11/15/2017,11,1,13,1,28748.167763373192,0.26303756150187924
21700204,7723,SAC,ATL,11/15/2017,11,0,5,1,10706.606183242973,0.38632735766450516
21700210,12543,SAS,MIN,11/15/2017,11,3,17,1,22565.23174744427,0.7990298770185977
21700206,20514,UTA,NYK,11/15/2017,11,1,13,1,15918.170774183667,0.22403379281545935
21700205,12376,WAS,MIA,11/15/2017,11,3,14,2,15129.04715635092,0.22245048128239495
21700215,76848,GSW,BOS,11/16/2017,11,6,24,2,54052.63972578012,0.2966291936578685
21700216,22041,HOU,PHX,11/16/2017,11,1,16,6,16493.82962355156,0.25167507719470267
21700217,15546,DET,IND,11/17/2017,11,2,17,3,12079.665402019225,0.22297276456842754
21700218,16478,MIA,WAS,11/17/2017,11,3,15,3,15129.047156350922,0.08186386962307793
21700224,10003,MIN,DAL,11/17/2017,11,2,11,7,14316.228865893743,0.43119352853081505
